timeframe,symbol,time,open,high,low,close
5min,TSLA,1653312600,218.33978198,219.33644765,215.01311863,216.12978418
5min,TSLA,1653312900,216.23978407,216.73978357,212.69978761,213.52312012
5min,TSLA,1653313200,213.52978678,220.28978003,212.91645406,218.85978146
5min,TSLA,1653313500,218.99978132,222.06644492,218.0531156,220.41644657
5min,TSLA,1653313800,220.50644648,221.74644524,218.92644806,218.92644806
5min,TSLA,1653314100,219.02311463,219.02644796,215.35311829,216.18978412
5min,TSLA,1653314400,216.09645088,216.56978374,213.84645313,213.84645313
5min,TSLA,1653314700,213.99978631,216.4097839,213.33312031,215.80311784
5min,TSLA,1653315000,215.95645102,218.33311532,215.77311787,217.59644938
5min,TSLA,1653315300,217.76978255,218.43311522,215.99645098,218.33311532
5min,TSLA,1653315600,218.04978227,218.90978141,216.66645031,217.93311572
5min,TSLA,1653315900,218.1197822,220.66644632,216.75978355,220.66644632
5min,TSLA,1653316200,220.66644632,224.57977575,220.66644632,222.47977784
5min,TSLA,1653316500,222.58977773,223.18311047,221.52644546,221.95977836
5min,TSLA,1653316800,222.06644492,222.66644432,219.78311387,220.20978011
5min,TSLA,1653317100,220.59977972,222.319778,220.01644697,220.96311269
5min,TSLA,1653317400,220.13311352,220.5864464,219.05978126,219.99978032
5min,TSLA,1653317700,219.9197804,220.62311303,219.11644787,220.44311321
5min,TSLA,1653318000,220.18978013,221.99311166,219.89644709,221.61311204
5min,TSLA,1653318300,221.73977858,222.05644493,220.40977991,220.44644654
5min,TSLA,1653318600,220.47311318,221.32644566,220.06978025,221.32644566
5min,TSLA,1653318900,221.09977922,221.76644522,220.26311339,220.30311335
5min,TSLA,1653319200,220.30644668,220.83644615,220.10311355,220.66644632
5min,TSLA,1653319500,220.99977932,221.19644579,220.33311332,220.75977956
5min,TSLA,1653319800,220.74311291,223.15644383,220.74311291,223.15644383
5min,TSLA,1653320100,223.2531104,223.33311032,222.72977759,223.06977725
5min,TSLA,1653320400,222.59644439,222.59644439,222.27311138,222.27311138
5min,TSLA,1653320700,222.39311126,222.64644434,221.83644515,221.83644515
5min,TSLA,1653321000,221.96977835,222.66644432,221.96977835,222.43977788
5min,TSLA,1653321300,222.53311112,223.33311032,222.47644451,222.63311102
5min,TSLA,1653321600,222.5531111,225.66644133,222.5531111,225.15977517
5min,TSLA,1653321900,225.53644146,226.64310702,225.53644146,226.13977419
5min,TSLA,1653322200,225.25310841,225.66644133,224.55310911,224.66810899
5min,TSLA,1653322500,224.77644222,225.04310862,224.20644278,225.04310862
5min,TSLA,1653322800,225.19310847,226.04310762,225.19310847,226.02310764
5min,TSLA,1653323100,225.59310807,225.59310807,224.53977578,224.53977578
5min,TSLA,1653323400,224.52310913,224.55644244,223.45977686,224.04310961
5min,TSLA,1653323700,224.22310943,224.95310871,223.96310969,224.95310871
5min,TSLA,1653324000,224.75644224,224.8631088,224.33310932,224.57644242
5min,TSLA,1653324300,224.92310874,225.11644188,223.19644379,223.19644379
5min,TSLA,1653324600,223.33311032,223.40644358,222.49977782,222.73644425
5min,TSLA,1653324900,222.61311104,223.32644366,222.40977791,223.32644366
5min,TSLA,1653325200,223.02311063,223.13644385,222.12311153,222.20977811
5min,TSLA,1653325500,221.99977832,222.20311145,221.48311217,222.14644484
5min,TSLA,1653325800,222.24977807,222.82977749,221.8531118,222.77977754
5min,TSLA,1653326100,222.60311105,222.60311105,221.55644543,221.73311192
5min,TSLA,1653326400,221.13311252,221.30977901,220.53977978,221.19311246
5min,TSLA,1653326700,221.16977915,222.52644446,220.99977932,222.32311133
5min,TSLA,1653327000,222.07311158,223.72977659,222.07311158,223.20977711
5min,TSLA,1653327300,222.68311097,223.22977709,222.39311126,222.71644427
5min,TSLA,1653327600,222.78311087,223.20311045,222.27977804,222.99977732
5min,TSLA,1653327900,222.9197774,223.99977632,222.80977751,223.66310999
5min,TSLA,1653328200,223.63977668,223.83977648,223.33311032,223.43311022
5min,TSLA,1653328500,223.32644366,223.64644334,223.24644374,223.38977693
5min,TSLA,1653328800,223.86644312,223.86644312,223.05644393,223.11644387
5min,TSLA,1653329100,223.22644376,223.88977643,223.0864439,223.88977643
5min,TSLA,1653329400,223.91310974,224.67977565,223.76644322,224.66644233
5min,TSLA,1653329700,224.76644223,224.76644223,224.10977621,224.51310914
5min,TSLA,1653330000,224.48977583,225.22644177,223.96977635,223.96977635
5min,TSLA,1653330300,223.86644312,223.86644312,223.12977719,223.16644382
5min,TSLA,1653330600,223.24311041,223.99977632,223.24311041,223.83310982
5min,TSLA,1653330900,223.6864433,224.03977628,223.6864433,223.8531098
5min,TSLA,1653331200,223.94310971,224.97310869,223.61644337,224.85977547
5min,TSLA,1653331500,224.61644238,224.70310896,222.90977741,223.13644385
5min,TSLA,1653331800,223.21311044,223.33644365,222.43644455,222.99644399
5min,TSLA,1653332100,222.85977746,223.12311053,222.62311103,223.12311053
5min,TSLA,1653332400,223.05977726,223.79977652,223.05644393,223.33311032
5min,TSLA,1653332700,223.71644327,224.32644266,223.36977695,224.32644266
5min,TSLA,1653333000,224.44310921,224.44310921,222.56977775,222.94644404
5min,TSLA,1653333300,222.88311077,223.35644363,222.88311077,223.26977705
5min,TSLA,1653333600,223.40311025,223.76644322,222.43644455,222.45644453
5min,TSLA,1653333900,222.77311088,223.43977688,222.52311113,222.94977737
5min,TSLA,1653334200,223.24644374,223.81644317,223.24644374,223.7531099
5min,TSLA,1653334500,223.99977632,224.39644259,223.23977708,223.23977708
5min,TSLA,1653334800,223.5531101,223.99977632,223.49977682,223.78977653
5min,TSLA,1653335100,223.63311002,223.84977647,223.35644363,223.49977682
5min,TSLA,1653335400,223.73644325,225.38977494,223.73644325,224.52310913
5min,TSLA,1653335700,224.52977579,225.23977509,224.52977579,224.98644201
5min,TSLA,1653399000,217.84311581,217.94978237,214.50645247,214.50645247
5min,TSLA,1653399300,214.33311931,216.54645043,214.33311931,215.75978455
5min,TSLA,1653399600,215.82645115,216.95645002,215.22311842,216.42311722
5min,TSLA,1653399900,216.66645031,216.91978339,213.85978645,214.25978605
5min,TSLA,1653400200,214.27311937,215.48645149,213.66645331,214.62978568
5min,TSLA,1653400500,214.33645264,214.33978597,211.03645594,211.05978925
5min,TSLA,1653400800,211.09978921,211.52645545,209.24979105,211.04978926
5min,TSLA,1653401100,210.82978948,211.92645505,209.87312376,210.12312351
5min,TSLA,1653401400,210.12979017,211.61145536,210.00312363,210.21979008
5min,TSLA,1653401700,210.29979,211.48645549,209.91645705,210.41645655
5min,TSLA,1653402000,210.91312273,213.12978718,210.3331233,211.80312184
5min,TSLA,1653402300,211.9431217,213.48978682,210.99978931,213.48978682
5min,TSLA,1653402600,213.30645367,214.09978621,212.66312098,212.96312068
5min,TSLA,1653402900,212.50645447,213.08645389,211.69978861,212.45312119
5min,TSLA,1653403200,212.12978818,213.2764537,211.7431219,213.21645376
5min,TSLA,1653403500,212.92312072,213.1431205,211.16645581,211.16645581
5min,TSLA,1653403800,211.45312219,211.643122,210.92312272,211.15645582
5min,TSLA,1653404100,211.02978928,212.6097877,210.94978936,212.35312129
5min,TSLA,1653404400,212.10312154,213.31312033,212.10312154,213.25645372
5min,TSLA,1653404700,212.6764543,213.35978695,211.96978834,212.29312135
5min,TSLA,1653405000,212.33312131,212.4431212,211.65978865,211.84978846
5min,TSLA,1653405300,212.70312094,213.71978659,212.33312131,212.33312131
