timeframe,symbol,time,open,high,low,close
1min,TSLA,1678714200,167.455,168.5,167.39,168.34
1min,TSLA,1678714260,168.45,168.85,167.93,168.34
1min,TSLA,1678714320,168.17,168.17,165.8,166.82
1min,TSLA,1678714380,166.87,168.41,166.06,167.86
1min,TSLA,1678714440,167.8,167.8,166.41,167
1min,TSLA,1678714500,166.91,167,165.48,165.71
1min,TSLA,1678714560,165.71,166.11,165.34,165.72
1min,TSLA,1678714620,165.7,165.75,164.71,164.89
1min,TSLA,1678714680,164.93,164.93,164.08,164.2
1min,TSLA,1678714740,164.22,165.13,163.92,165.13
1min,TSLA,1678714800,165.14,165.94,164.95,165.08
1min,TSLA,1678714860,165.03,165.06,164.22,164.95
1min,TSLA,1678714920,164.91,165.25,164.475,165.21
1min,TSLA,1678714980,165.245,165.51,164.78,164.94
1min,TSLA,1678715040,164.93,165.14,164.79,165.02
1min,TSLA,1678715100,165.12,166.07,164.83,165.87
1min,TSLA,1678715160,165.88,165.94,165.09,165.53
1min,TSLA,1678715220,165.66,167.4,165.29,167.36
1min,TSLA,1678715280,167.37,168.12,166.55,168.12
1min,TSLA,1678715340,168.08,169.13,167.8,168.91
1min,TSLA,1678715400,168.88,169.5,168.64,168.7
1min,TSLA,1678715460,168.52,168.64,168.12,168.13
1min,TSLA,1678715520,168.18,168.85,168.08,168.14
1min,TSLA,1678715580,168.24,168.3,167.2,167.62
1min,TSLA,1678715640,167.69,168.51,167.58,168.14
1min,TSLA,1678715700,168.08,168.73,167.43,168.48
1min,TSLA,1678715760,168.55,169.63,168.54,169.53
1min,TSLA,1678715820,169.56,170,169.51,169.61
1min,TSLA,1678715880,169.66,170.18,169.56,170.1
1min,TSLA,1678715940,170.05,170.05,169.29,169.34
1min,TSLA,1678716000,169.3,169.35,168.59,168.69
1min,TSLA,1678716060,168.74,169.63,168.66,169.08
1min,TSLA,1678716120,169.06,169.52,168.81,168.83
1min,TSLA,1678716180,168.79,169.38,168.7,169.17
1min,TSLA,1678716240,169.24,169.53,168.99,169.33
1min,TSLA,1678716300,169.28,169.51,168.84,169.17
1min,TSLA,1678716360,169.11,169.8,168.91,169.59
1min,TSLA,1678716420,169.56,170.42,168.7,170.34
1min,TSLA,1678716480,170.38,171.08,169.99,170.845
1min,TSLA,1678716540,170.81,170.9,170.49,170.73
1min,TSLA,1678716600,170.77,171.01,170.5,170.82
1min,TSLA,1678716660,170.76,170.97,170.37,170.8
1min,TSLA,1678716720,170.8,170.95,169.78,169.79
1min,TSLA,1678716780,169.8,169.83,169.21,169.69
1min,TSLA,1678716840,169.69,169.75,169.3,169.42
1min,TSLA,1678716900,169.35,169.5,168.91,169.07
1min,TSLA,1678716960,169.17,169.5,168.61,169.01
1min,TSLA,1678717020,169.13,169.29,168.86,169.16
1min,TSLA,1678717080,169.05,170.07,169.05,169.72
1min,TSLA,1678717140,169.69,169.69,169.03,169.32
1min,TSLA,1678717200,169.28,169.94,168.95,169.94
1min,TSLA,1678717260,169.92,170.26,169.585,169.77
1min,TSLA,1678717320,169.81,170.74,169.81,170.4
1min,TSLA,1678717380,170.27,170.38,169.55,169.59
1min,TSLA,1678717440,169.62,170.12,169.45,169.82
1min,TSLA,1678717500,169.85,170.21,169.63,169.79
1min,TSLA,1678717560,169.7,170.3,169.56,170.04
1min,TSLA,1678717620,170,170.42,169.6,169.67
1min,TSLA,1678717680,169.61,169.82,169.39,169.57
1min,TSLA,1678717740,169.61,169.73,168.85,168.89
1min,TSLA,1678717800,168.95,169.76,168.95,169.39
1min,TSLA,1678717860,169.37,169.56,168.54,169.07
1min,TSLA,1678717920,169.06,170.29,168.96,170.27
1min,TSLA,1678717980,170.17,170.6,170.06,170.41
1min,TSLA,1678718040,170.46,170.5,169.81,170.32
1min,TSLA,1678718100,170.25,170.48,169.88,170.23
1min,TSLA,1678718160,170.23,170.33,169.9,170.17
1min,TSLA,1678718220,170.09,170.31,169.67,170.14
1min,TSLA,1678718280,170.11,170.11,169.2,169.6
1min,TSLA,1678718340,169.6,170.53,169.54,170.23
1min,TSLA,1678718400,170.29,170.56,170.02,170.33
1min,TSLA,1678718460,170.28,170.4,169.79,169.84
1min,TSLA,1678718520,169.84,169.84,169.1,169.63
1min,TSLA,1678718580,169.61,169.69,169.26,169.54
1min,TSLA,1678718640,169.61,170.22,169.61,169.86
1min,TSLA,1678718700,169.82,170.19,169.57,169.86
1min,TSLA,1678718760,169.91,170.17,169.79,169.79
1min,TSLA,1678718820,169.72,170.01,169,169.93
1min,TSLA,1678718880,169.91,169.91,169.3,169.64
1min,TSLA,1678718940,169.69,169.72,169,169.14
1min,TSLA,1678719000,169.16,169.43,168.29,168.45
1min,TSLA,1678719060,168.525,168.72,168.415,168.56
1min,TSLA,1678719120,168.58,168.82,167.76,168.08
1min,TSLA,1678719180,168.13,168.31,167.86,168.2
1min,TSLA,1678719240,168.22,168.72,168.08,168.72
1min,TSLA,1678719300,168.75,169.49,168.69,169.12
1min,TSLA,1678719360,169.11,169.31,168.88,169.16
1min,TSLA,1678719420,169.2,169.32,168.63,169.24
1min,TSLA,1678719480,169.3,169.66,169.3,169.55
1min,TSLA,1678719540,169.56,170,169.54,169.81
1min,TSLA,1678719600,169.86,169.94,169.42,169.63
1min,TSLA,1678719660,169.69,169.81,169.4,169.7
1min,TSLA,1678719720,169.52,170.27,169.52,170.09
1min,TSLA,1678719780,170.11,170.31,169.7,169.72
1min,TSLA,1678719840,169.64,170.09,169.55,169.68
1min,TSLA,1678719900,169.7,169.9,169.54,169.76
1min,TSLA,1678719960,169.84,170.01,169.34,169.41
1min,TSLA,1678720020,169.46,169.7,169.27,169.52
1min,TSLA,1678720080,169.475,170.05,169.3,169.95
1min,TSLA,1678720140,169.94,170.24,169.86,170.24
1min,TSLA,1678720200,170.23,170.66,170.18,170.25
1min,TSLA,1678720260,170.32,170.8,170.32,170.43
1min,TSLA,1678720320,170.41,171.02,170.29,170.71
1min,TSLA,1678720380,170.77,170.89,170.43,170.6
1min,TSLA,1678720440,170.6,170.72,170.43,170.51
1min,TSLA,1678720500,170.53,171.39,170.5,171.28
1min,TSLA,1678720560,171.33,171.88,171.24,171.88
1min,TSLA,1678720620,171.88,172.11,171.64,172.04
1min,TSLA,1678720680,172.04,172.53,172,172.43
1min,TSLA,1678720740,172.445,172.57,172.13,172.41
1min,TSLA,1678720800,172.46,172.61,172.2,172.35
1min,TSLA,1678720860,172.31,172.47,172.05,172.27
1min,TSLA,1678720920,172.22,172.39,171.57,171.57
1min,TSLA,1678720980,171.61,171.69,171.25,171.43
1min,TSLA,1678721040,171.41,171.815,171.41,171.73
1min,TSLA,1678721100,171.74,171.925,171.53,171.54
1min,TSLA,1678721160,171.57,172.5,171.37,171.95
1min,TSLA,1678721220,171.97,172.16,171.74,172.03
1min,TSLA,1678721280,172.07,172.83,172.07,172.6
1min,TSLA,1678721340,172.69,172.84,172.54,172.67
1min,TSLA,1678721400,172.72,172.9,172.46,172.88
1min,TSLA,1678721460,172.83,172.84,172.24,172.41
1min,TSLA,1678721520,172.42,172.42,171.92,171.94
1min,TSLA,1678721580,172.03,172.32,171.85,172.26
1min,TSLA,1678721640,172.225,172.29,171.92,172
1min,TSLA,1678721700,172,172,171.81,171.81
1min,TSLA,1678721760,171.81,172.2,171.72,172.2
1min,TSLA,1678721820,172.2,172.28,171.59,171.6
1min,TSLA,1678721880,171.68,171.93,171.55,171.71
1min,TSLA,1678721940,171.67,171.725,171.13,171.17
1min,TSLA,1678722000,171.16,171.655,171.13,171.49
1min,TSLA,1678722060,171.52,171.97,171.49,171.71
1min,TSLA,1678722120,171.75,172.24,171.41,172.14
1min,TSLA,1678722180,172.09,172.25,171.7,171.85
1min,TSLA,1678722240,171.85,172.02,171.7,171.8
1min,TSLA,1678722300,171.87,171.95,171.6,171.81
1min,TSLA,1678722360,171.8,171.96,170.96,171.49
