timeframe,symbol,time,open,high,low,close
1min,NQ,1683496800,13316,13320.75,13310.75,13316
1min,NQ,1683496860,13316,13322.25,13315.5,13321.5
1min,NQ,1683496920,13321.25,13324.25,13320,13323.25
1min,NQ,1683496980,13323,13327.5,13323,13325.25
1min,NQ,1683497040,13325.25,13325.25,13322.5,13323.25
1min,NQ,1683497100,13322.5,13323.5,13321,13322.25
1min,NQ,1683497160,13322.25,13325.75,13322.25,13323
1min,NQ,1683497220,13323.25,13324,13321.25,13321.25
1min,NQ,1683497280,13321.25,13324.25,13320.25,13324.25
1min,NQ,1683497340,13324,13325.5,13323.5,13324.75
1min,NQ,1683497400,13324,13325,13321.5,13323.5
1min,NQ,1683497460,13324,13328.75,13324,13326.75
1min,NQ,1683497520,13327.25,13328.25,13325.75,13326.75
1min,NQ,1683497580,13326.25,13329.75,13326.25,13328
1min,NQ,1683497640,13327.75,13327.75,13326.25,13326.5
1min,NQ,1683497700,13326.75,13327,13326,13327
1min,NQ,1683497760,13327.25,13327.75,13325.25,13327.5
1min,NQ,1683497820,13327.5,13327.75,13324,13324
1min,NQ,1683497880,13324.5,13326,13321.75,13323
1min,NQ,1683497940,13323.5,13323.75,13321,13323
1min,NQ,1683498000,13322.5,13323.75,13322.5,13323.5
1min,NQ,1683498060,13323.25,13323.25,13321,13321
1min,NQ,1683498120,13320.75,13326.75,13320.75,13323.5
1min,NQ,1683498180,13324,13325.75,13324,13325.75
1min,NQ,1683498240,13325.25,13325.75,13324.75,13325.25
1min,NQ,1683498300,13325.75,13327.25,13325.5,13327
1min,NQ,1683498360,13327,13328,13326.5,13327.25
1min,NQ,1683498420,13327.25,13327.25,13325.75,13326.75
1min,NQ,1683498480,13327.25,13328.75,13327.25,13328.75
1min,NQ,1683498540,13328.25,13328.75,13326,13327.75
1min,NQ,1683498600,13327.5,13328,13326.5,13327
1min,NQ,1683498660,13327,13327.25,13325,13325
1min,NQ,1683498720,13325.75,13325.75,13324.5,13324.5
1min,NQ,1683498780,13325,13325,13322.5,13323.5
1min,NQ,1683498840,13323.75,13325,13323.75,13324.25
1min,NQ,1683498900,13324.75,13325.5,13323,13323.5
1min,NQ,1683498960,13323,13323.75,13321,13321
1min,NQ,1683499020,13321,13322.5,13320.5,13320.75
1min,NQ,1683499080,13320.75,13320.75,13315,13317
1min,NQ,1683499140,13317.25,13320,13316.25,13319.25
1min,NQ,1683499200,13319.25,13319.5,13318,13318.75
1min,NQ,1683499260,13318.5,13321.5,13317,13321.25
1min,NQ,1683499320,13321.5,13321.5,13319.75,13321
1min,NQ,1683499380,13320.75,13321.5,13319.75,13321.5
1min,NQ,1683499440,13321.75,13323.25,13320.5,13320.5
1min,NQ,1683499500,13320.25,13321,13318.75,13318.75
1min,NQ,1683499560,13318.25,13320,13318,13319.25
1min,NQ,1683499620,13320,13321.5,13319.5,13321.25
1min,NQ,1683499680,13321.5,13321.5,13320,13320.25
1min,NQ,1683499740,13319.75,13319.75,13319.5,13319.75
1min,NQ,1683499800,13320,13320.25,13318.75,13319.25
1min,NQ,1683499860,13319,13320.25,13317.5,13320.25
1min,NQ,1683499920,13320.25,13320.25,13320,13320
1min,NQ,1683499980,13319.75,13319.75,13318.5,13319
1min,NQ,1683500040,13318.75,13320.25,13317.25,13320.25
1min,NQ,1683500100,13320.75,13320.75,13316.75,13317.75
1min,NQ,1683500160,13317.75,13318,13317.75,13317.75
1min,NQ,1683500220,13317.75,13319,13317.5,13319
1min,NQ,1683500280,13318.5,13319.25,13318.25,13319.25
1min,NQ,1683500340,13319.25,13319.5,13318.25,13318.5
1min,NQ,1683500400,13318.5,13319.5,13317.75,13318.5
1min,NQ,1683500460,13318,13320,13317.5,13320
1min,NQ,1683500520,13320.25,13320.75,13319.5,13319.5
1min,NQ,1683500580,13320,13320,13319.5,13319.5
